100,250,0.454622
100,300,0.411324
100,350,0.369716
100,400,0.287594
100,450,0.262006
100,500,0.240495
100,550,0.25605
100,600,0.207401
100,800,0.121959
100,900,0.111099
100,1000,0.100314
100,1100,0.096543
100,1200,0.087159
100,1300,0.085879
100,1400,0.082254
100,1500,0.10305
100,1600,0.071891
150,250,1.139001
150,300,0.963987
150,350,1.036574
150,400,1.128445
150,450,0.605417
150,500,0.610928
150,550,0.537917
150,600,0.528873
150,800,0.273181
150,900,0.252071
150,1000,0.268511
150,1100,0.214886
150,1200,0.188295
150,1300,0.182483
150,1400,0.16676
150,1500,0.155067
150,1600,0.149425
200,250,2.471897
200,300,2.087327
200,350,1.920446
200,400,1.558655
200,450,1.390776
200,500,1.257431
200,550,1.144034
200,600,1.054302
200,800,0.546308
200,900,0.494431
200,1000,0.445247
200,1100,0.450655
200,1200,0.381365
200,1300,0.349569
200,1400,0.316264
200,1500,0.310036
200,1600,0.276432
250,250,4.739059
250,300,3.793873
250,350,3.26919
250,400,2.880196
250,450,2.547949
250,500,2.305464
250,550,2.085578
250,600,2.045504
250,800,1.030382
250,900,0.847051
250,1000,0.790018
250,1100,0.735745
250,1200,0.717244
250,1300,0.60983
250,1400,0.585697
250,1500,0.548901
250,1600,0.564092
300,250,7.987842
300,300,6.404949
300,350,5.608864
300,400,4.849946
300,450,4.447783
300,500,3.870208
300,550,3.541443
300,600,3.2727
300,800,1.677447
300,900,1.514852
300,1000,1.38929
300,1100,1.25767
300,1200,1.144183
300,1300,1.134243
300,1400,0.983459
300,1500,0.918288
300,1600,0.857947
350,250,12.479965
350,300,10.4092
350,350,8.962609
350,400,7.699639
350,450,6.865237
350,500,6.31934
350,550,5.621828
350,600,5.190795
350,800,2.885102
350,900,2.553159
350,1000,2.36637
350,1100,2.14949
350,1200,1.950963
350,1300,1.78801
350,1400,1.629061
350,1500,1.561515
350,1600,1.462244
400,250,17.932707
400,300,14.974817
400,350,12.857674
400,400,11.299989
400,450,10.041797
400,500,8.954871
400,550,8.291597
400,600,7.502141
400,800,3.862918
400,900,3.443982
400,1000,3.171022
400,1100,2.803042
400,1200,2.616223
400,1300,2.402583
400,1400,2.208634
400,1500,2.08053
400,1600,1.931147
450,250,25.472079
450,300,21.478281
450,350,18.329952
450,400,16.152802
450,450,14.414456
450,500,13.034125
450,550,11.742221
450,600,10.889276
450,800,5.68431
450,900,4.949336
450,1000,4.533552
450,1100,3.97407
450,1200,3.739578
450,1300,3.413167
450,1400,3.074265
450,1500,3.017228
450,1600,2.877974
500,250,35.063072
500,300,29.21802
500,350,25.281998
500,400,22.048677
500,450,19.76106
500,500,17.831169
500,550,16.230037
500,600,14.994055
500,800,7.788153
500,900,6.575922
500,1000,5.942914
500,1100,5.414332
500,1200,5.065725
500,1300,4.657368
500,1400,4.275887
500,1500,3.968741
500,1600,3.718442
550,250,47.157798
550,300,39.313507
550,350,33.660416
550,400,29.755686
550,450,26.422327
550,500,23.898101
550,550,21.792652
550,600,20.071233
550,800,9.8318
550,900,8.834509
550,1000,8.211493
550,1100,7.152536
550,1200,6.534737
550,1300,6.099152
550,1400,5.567846
550,1500,5.245987
550,1600,4.9332
600,250,62.714318
600,300,54.50523
600,350,44.500419
600,400,41.174277
600,450,34.910015
600,500,32.755843
600,550,28.800126
600,600,27.506167
600,800,14.324287
600,900,12.511557
600,1000,11.375974
600,1100,10.161005
600,1200,9.122921
600,1300,8.80764
600,1400,7.874745
600,1500,7.714663
600,1600,6.927879
650,250,79.816823
650,300,66.649515
650,350,57.400832
650,400,50.328319
650,450,44.777863
650,500,40.52305
650,550,37.008064
650,600,34.144803
650,800,17.850834
650,900,15.744861
650,1000,14.360725
650,1100,12.931519
650,1200,11.737909
650,1300,10.880636
650,1400,10.097231
650,1500,9.485184
650,1600,8.850082
700,250,100.3445
700,300,83.953495
700,350,72.018244
700,400,64.983515
700,450,56.571859
700,500,51.053626
700,550,46.527825
700,600,42.708578
700,800,22.59501
700,900,20.105977
700,1000,18.052319
700,1100,16.407777
700,1200,15.76915
700,1300,14.080202
700,1400,12.85036
700,1500,12.190447
700,1600,11.257425
750,250,123.931793
750,300,103.84502
750,350,89.195074
750,400,78.313933
750,450,69.583594
750,500,62.970622
750,550,57.547604
750,600,53.650848
750,800,29.833077
750,900,26.799725
750,1000,23.979364
750,1100,21.949879
750,1200,20.255637
750,1300,18.675858
750,1400,17.436837
750,1500,16.123483
750,1600,15.317515
800,250,151.764523
800,300,127.19742
800,350,109.121023
800,400,95.951457
800,450,85.558963
800,500,79.727515
800,550,70.671838
800,600,64.892377
800,800,36.548913
800,900,32.649003
800,1000,29.463404
800,1100,26.782517
800,1200,24.845218
800,1300,22.858684
800,1400,21.300719
800,1500,20.628894
800,1600,18.99522
850,250,183.458745
850,300,153.134812
850,350,131.89047
850,400,115.846278
850,450,104.149402
850,500,93.251134
850,550,85.020662
850,600,78.198658
850,800,45.318765
850,900,40.522498
850,1000,36.698683
850,1100,33.471444
850,1200,30.780612
850,1300,28.691824
850,1400,26.894072
850,1500,25.812985
850,1600,23.837515
